Distance to closest modifier, Stress
5.52839,1.43102e+08
2.35314,9.53304e+07
2.4925,1.1629e+08
2.72942,1.09862e+08
2.57305,9.14246e+07
3.52708,4.32708e+07
2.77846,9.89396e+07
3.42376,1.01444e+08
3.09599,1.07197e+08
3.353,4.96281e+07
2.7222,2.20484e+07
2.36159,1.45969e+08
3.50386,-5.3346e+06
4.36169,8.42433e+07
4.22023,7.67078e+07
3.79347,4.16756e+07
2.35792,1.07309e+08
2.54827,1.28597e+08
2.33533,5.96885e+07
2.73196,5.22855e+07
3.364,1.00156e+08
3.55638,7.03368e+07
4.68874,2.5012e+07
3.54273,9.75038e+07
5.16836,1.32365e+08
2.99126,4.10505e+07
2.99737,8.33799e+07
2.30788,1.15696e+08
2.33067,1.38079e+08
2.73385,1.60591e+08
2.36396,8.83179e+07
2.74233,1.07573e+08
2.30904,9.27845e+07
2.3842,1.10337e+08
2.36359,1.26225e+08
2.34323,1.61535e+08
2.90156,1.34176e+08
2.64527,1.67069e+08
2.7489,7.50955e+07
2.37412,1.01728e+08
2.36667,4.02375e+07
2.35232,1.17807e+08
2.30488,9.12165e+07
2.31007,6.18656e+07
3.34362,1.1715e+08
3.48227,4.07836e+07
2.39012,8.06242e+07
3.30811,9.37399e+07
2.3649,1.02967e+08
3.45156,1.1393e+08
2.33382,1.66634e+08
2.74544,1.04253e+08
3.16593,1.0914e+08
2.35138,1.02376e+08
2.34724,1.24812e+08
3.43013,2.80747e+07
4.08579,5.34099e+07
2.37293,5.53765e+07
2.31856,-1.2726e+06
2.66389,8.3887e+07
2.34348,2.80458e+07
3.13355,8.5412e+07
4.11189,6.97691e+07
3.5825,8.98657e+07
4.31276,5.0164e+06
5.09319,6.54229e+07
4.24093,6.81026e+07
2.76723,7.50355e+07
4.33953,6.2278e+07
2.32201,1.04831e+08
2.33482,1.1364e+08
2.76694,1.39079e+08
2.76864,4.3241e+07
3.28133,1.04816e+08
2.328,1.03084e+08
3.28215,8.10143e+07
4.14887,3.63719e+07
3.71228,6.91613e+07
3.96371,6.19868e+07
3.5176,1.87129e+07
2.3156,8.0073e+07
3.42866,1.12866e+08
2.60873,5.71573e+07
2.3755,6.84704e+07
2.93164,7.75239e+07
2.88227,1.42362e+08
3.85746,6.75419e+07
4.23503,7.88465e+07
2.33282,9.67971e+07
4.83049,1.07639e+08
5.2345,7.02184e+07
2.83744,2.83341e+07
2.34101,6.42759e+07
2.33102,9.95041e+07
2.36789,1.14312e+08
3.75738,4.65733e+06
2.8275,1.39602e+08
2.97291,1.52109e+08
2.36913,9.57311e+07
3.11387,9.87677e+07
2.34144,1.25987e+08
3.72001,1.13202e+08
2.28812,9.25242e+07
2.6564,8.52489e+07
3.29868,1.16903e+08
3.61649,1.38929e+08
2.39274,1.45983e+08
2.32508,1.46247e+08
2.914,1.31429e+08
2.37533,1.35732e+08
2.3566,1.43076e+08
3.53651,1.01568e+08
2.67709,1.07601e+08
2.3884,9.23804e+07
2.34466,1.28157e+08
2.33222,1.58971e+08
2.34032,1.9207e+08
3.90314,7.23084e+07
2.70915,1.27277e+08
3.63469,4.50162e+07
2.30792,1.21939e+08
3.49649,9.56751e+07
2.29895,4.47287e+07
3.06702,1.24945e+08
3.016,1.63414e+08
2.3682,1.23627e+08
3.68823,8.91981e+07
4.20525,1.54205e+08
4.1998,7.30779e+07
2.33143,1.14365e+08
3.40699,3.43517e+07
2.35725,8.00611e+07
3.65434,5.54313e+07
2.33926,7.75693e+07
2.27073,8.13317e+07
2.48106,1.08443e+08
2.37359,1.08875e+08
3.36274,1.04487e+08
3.35884,8.48601e+07
4.9857,1.06291e+08
3.4002,7.20401e+07
3.61782,1.01849e+08
2.64328,9.37357e+07
2.6673,1.19326e+08
2.79666,1.28579e+08
2.87158,5.02975e+07
3.75437,6.60253e+07
4.13774,5.91861e+07
3.04176,9.35476e+07
3.78213,5.35923e+07
3.46298,1.20807e+08
2.36258,5.90536e+07
2.37951,1.32262e+08
2.70194,8.23889e+07
3.09998,4.90686e+07
3.0766,1.69836e+08
3.70783,8.13561e+07
2.32824,6.2209e+07
2.31714,1.22033e+08
2.3336,5.6548e+07
2.39171,1.61303e+08
2.32051,1.27213e+08
3.3404,1.21661e+08
2.28992,9.75104e+07
3.71208,9.53423e+07
2.36598,6.7884e+07
2.48413,9.28979e+07
3.18128,2.47165e+07
5.04515,3.83919e+07
3.55715,7.91181e+07
4.1499,6.35561e+07
2.72173,1.11017e+08
3.38908,3.17044e+07
3.54557,1.30869e+08
3.03854,7.07144e+07
2.91947,8.1395e+07
2.32679,8.10669e+07
2.89123,1.54577e+07
3.98331,-1.16926e+07
3.27958,7.88717e+07
3.36315,1.18073e+08
2.36928,1.21468e+08
3.86092,1.14803e+08
4.07176,8.76767e+07
2.38351,8.95957e+07
3.19159,9.37907e+07
2.37365,1.18545e+08
2.38611,1.36855e+08
3.2675,9.06147e+07
3.26272,1.41439e+08
2.98317,1.11139e+08
2.38151,8.0396e+06
3.91167,4.59473e+07
3.11437,8.61079e+07
2.3116,8.0076e+07
3.46976,6.24972e+07
3.60701,1.08408e+08
2.31133,5.08333e+07
2.31851,1.00008e+08
2.34113,6.93495e+07
2.96211,1.43532e+08
3.0339,8.06089e+07
2.2888,4.3175e+07
2.32509,6.27681e+07
3.70461,8.06666e+07
2.39294,8.50162e+07
3.79404,9.92173e+07
3.39651,9.80057e+07
2.37227,2.57507e+07
2.33187,1.04086e+08
3.0298,3.23812e+07
2.48983,1.61473e+08
4.46357,1.12433e+08
3.66088,1.31811e+08
4.24977,1.02275e+08
2.34161,9.44785e+07
3.50048,1.06528e+08
2.34455,4.85018e+07
2.33233,1.45787e+08
3.04418,4.62351e+07
2.34122,8.56581e+07
3.49085,6.2298e+07
2.80208,3.55538e+07
3.19024,1.13604e+08
2.32619,1.25848e+08
3.47948,6.46382e+07
3.66518,1.29777e+08
2.78378,8.7039e+07
2.36336,1.15738e+08
3.46031,8.62493e+07
2.72419,7.15705e+07
2.73575,1.04622e+08
3.25768,6.81193e+07
4.12235,1.04266e+08
3.31059,1.11174e+08
3.4825,4.49015e+07
2.35924,1.08204e+08
3.54585,1.10848e+08
2.51496,1.2731e+08
3.56166,1.45776e+08
2.35172,8.73785e+07
2.75878,9.09644e+07
2.32144,1.14512e+08
4.11236,6.48025e+07
2.29283,1.09062e+08
3.38251,9.53351e+07
2.35646,1.94187e+07
3.60214,6.45908e+07
3.53935,2.14881e+07
3.63054,4.91465e+07
3.20855,1.23004e+08
3.47753,1.69483e+08
2.8656,1.13415e+08
4.24751,7.79764e+07
2.59914,1.57833e+08
2.31765,6.16614e+07
2.32207,1.29232e+08
2.36677,1.50435e+08
2.29891,1.11629e+08
2.33783,1.10192e+08
2.34501,3.46124e+07
2.90282,1.21974e+08
3.48218,1.08561e+08
2.82734,7.68925e+07
2.33459,5.10871e+07
2.32101,1.06166e+08
2.84319,1.40542e+08
2.77391,6.39544e+07
2.43549,3.62968e+07
3.56701,1.04292e+08
2.87526,6.67536e+07
2.38794,6.83401e+07
2.35711,6.50401e+07
2.76025,9.89339e+07
2.64879,1.36593e+08
2.36818,5.94105e+07
3.00272,1.34117e+07
2.29727,8.5122e+07
3.23022,1.06681e+08
2.32489,8.74272e+07
3.57307,9.22284e+07
3.69039,6.82889e+07
3.04284,6.33193e+07
4.18288,1.1977e+08
3.16021,6.37329e+07
3.00105,8.35088e+07
2.35633,1.30683e+08
2.35417,5.99125e+07
2.56141,6.97487e+07
3.21524,3.48462e+07
2.32209,5.01699e+07
3.56975,7.86106e+07
2.31659,8.61077e+07
2.32125,7.51326e+07
2.3209,1.08479e+08
2.35422,9.31607e+07
2.34475,7.57401e+07
2.32727,1.4587e+08
